Epoch,LR,Train Loss,Train Acc,Test Loss,Test Acc,Time(s)
67,0.2735294117647059,0.003720462114860614,99.93,1.689756201171875,75.59,37.575916051864624
69,0.2676470588235294,0.006557459517071644,99.87666666666667,1.797199871826172,72.97,36.7733428478241
69,0.2676470588235294,0.003302987742237747,99.93,1.8498531311035156,71.48,36.82757639884949
68,0.2705882352941177,0.003601383868853251,99.92333333333333,1.6555523895263673,76.1,37.584078550338745
70,0.2647058823529412,0.006287614101419846,99.87,1.8348352233886718,72.69,36.68960237503052
70,0.2647058823529412,0.0035422901809215547,99.91666666666667,1.8607451568603515,71.58,36.731154680252075
69,0.2676470588235294,0.0037024716527511675,99.93666666666667,1.6565211517333984,76.04,37.57666206359863
71,0.26176470588235295,0.004909676779309908,99.89666666666666,1.8220528991699219,72.81,36.74766421318054
71,0.26176470588235295,0.0034277221391598384,99.92666666666666,1.8719740509033203,71.62,36.68962788581848
70,0.2647058823529412,0.0027657799470548828,99.94666666666667,1.645423663330078,76.06,37.58409786224365
72,0.25882352941176473,0.004953372915151219,99.92,1.8061429626464844,72.8,36.71620750427246
72,0.25882352941176473,0.0032651327579903107,99.93666666666667,1.8767191009521484,71.87,36.734840631484985
71,0.26176470588235295,0.003123269041379293,99.93333333333334,1.6613776458740235,76.0,37.62528586387634
73,0.25588235294117645,0.0037745129329462847,99.92333333333333,1.8005056640625,72.98,36.69430732727051
73,0.25588235294117645,0.003320922864663104,99.92666666666666,1.9031822082519532,71.54,36.80592155456543
72,0.25882352941176473,0.002630240072434147,99.93666666666667,1.6637585601806641,76.3,37.5869619846344
74,0.2529411764705882,0.003847597763314843,99.92,1.806445294189453,72.91,36.69348073005676
74,0.2529411764705882,0.003171589027779798,99.93,1.8737654754638673,71.74,36.757933616638184
73,0.25588235294117645,0.0024135645639772217,99.95,1.6798355712890625,76.04,37.60609459877014
75,0.25,0.0032141341626644136,99.92666666666666,1.8078948425292969,73.09,36.81542229652405
75,0.25,0.0035538193533817927,99.92666666666666,1.8834467041015626,71.84,36.796990633010864
74,0.2529411764705882,0.0021266632706547777,99.96666666666667,1.665562841796875,76.29,37.60963749885559
